Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date,movie_title,movie_id,language,poster,popularity,vote_average
10/27/22,The Interview,2014,https://boxd.it/3mKUHp,4,,,10/27/22,The Interview,228967,en,https://image.tmdb.org/t/p/original'/tIDC4xT65l7a8qbgg8GvwD5g8c5.jpg,58.081,6.186
11/14/22,Wanted,2008,https://boxd.it/3qK6ph,,,,11/14/22,Wanted,8909,en,https://image.tmdb.org/t/p/original'/9ajbORY7zQrdxlMF2QPfIqTLfg7.jpg,41.432,6.518
9/10/23,The Guardians of the Galaxy Holiday Special,2022,https://boxd.it/4PgaGT,4,,,12/1/22,The Guardians of the Galaxy Holiday Special,774752,en,https://image.tmdb.org/t/p/original'/8dqXyslZ2hv49Oiob9UjlGSHSTR.jpg,36.023,7.172
9/10/23,Me Before You,2016,https://boxd.it/4PgaH3,3,Yes,,12/5/22,Me Before You,296096,en,https://image.tmdb.org/t/p/original'/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg,122.319,7.926
9/10/23,A Star Is Born,2018,https://boxd.it/4PgaHd,5,,,12/8/22,A Star Is Born,332562,en,https://image.tmdb.org/t/p/original'/wrFpXMNBRj2PBiN4Z5kix51XaIZ.jpg,46.98,7.501
9/10/23,District 9,2009,https://boxd.it/4PgaHn,2,,,12/15/22,District 9,17654,en,https://image.tmdb.org/t/p/original'/tuGlQkqLxnodDSk6mp5c2wvxUEd.jpg,44.943,7.441
9/10/23,The Hateful Eight,2015,https://boxd.it/4PgaHx,4,,,12/17/22,The Hateful Eight,273248,en,https://image.tmdb.org/t/p/original'/jIywvdPjia2t3eKYbjVTcwBQlG8.jpg,41.872,7.75
9/10/23,Guillermo del Toro's Pinocchio,2022,https://boxd.it/4PgaHH,4,,,12/19/22,Guillermo del Toro's Pinocchio,555604,en,https://image.tmdb.org/t/p/original'/vx1u0uwxdlhV2MUzj4VlcMB0N6m.jpg,40.223,8.113
9/10/23,Glass Onion,2022,https://boxd.it/4PgaHR,5,,,12/31/22,Glass Onion: A Knives Out Mystery,661374,en,https://image.tmdb.org/t/p/original'/vDGr1YdrlfbU9wxTOdpf3zChmv9.jpg,112.331,7.048
9/10/23,White Noise,2022,https://boxd.it/4PgaI1,3.5,,,1/1/23,White Noise,744594,en,https://image.tmdb.org/t/p/original'/1a48bfLQm57ByADdw05uRMoFCZc.jpg,17.551,5.577
9/10/23,It's a Wonderful Life,1946,https://boxd.it/4PgaIb,3.5,,,1/6/23,It's a Wonderful Life,1585,en,https://image.tmdb.org/t/p/original'/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,42.03,8.271
9/10/23,A Quiet Place Part II,2020,https://boxd.it/4PgaIl,3.5,,,1/8/23,A Quiet Place Part II,520763,en,https://image.tmdb.org/t/p/original/4q2hz2m8hubgvijz8Ez0T2Os2Yv.jpg,88.438,7.492
9/10/23,Manchester by the Sea,2016,https://boxd.it/4PgaIv,4.5,,,1/11/23,Manchester by the Sea,334541,en,https://image.tmdb.org/t/p/original'/e8daDzP0vFOnGyKmve95Yv0D0io.jpg,111.927,7.546
9/10/23,10 Things I Hate About You,1999,https://boxd.it/4PgaIF,3.5,,,1/11/23,10 Things I Hate About You,4951,en,https://image.tmdb.org/t/p/original'/ujERk3aKABXU3NDXOAxEQYTHe9A.jpg,55.382,7.588
9/10/23,The Shape of Water,2017,https://boxd.it/4PgaIP,4.5,,,1/14/23,The Shape of Water,399055,en,https://image.tmdb.org/t/p/original'/9zfwPffUXpBrEP26yp0q1ckXDcj.jpg,99.969,7.247
9/10/23,Okja,2017,https://boxd.it/4PgaIZ,3,,,1/14/23,Okja,387426,en,https://image.tmdb.org/t/p/original'/pHlRr2MfjK77VIIAO7p0R4jhsJI.jpg,153.445,7.37
9/10/23,The Hatchet Wielding Hitchhiker,2023,https://boxd.it/4PgaJ9,2,,,1/15/23,The Hatchet Wielding Hitchhiker,1061117,en,https://image.tmdb.org/t/p/original'/kqLloC5n66fLvhlWtZBr8h4SVF6.jpg,9.482,6.189
9/10/23,Ingrid Goes West,2017,https://boxd.it/4PgaJj,2.5,,,1/15/23,Ingrid Goes West,411741,en,https://image.tmdb.org/t/p/original'/3LEyW11onDltXHo0L1X23j9Nnvg.jpg,22.448,6.433
9/10/23,Oldboy,2003,https://boxd.it/4PgaJt,4.5,,,1/15/23,Oldboy,670,ko,https://image.tmdb.org/t/p/original'/pWDtjs568ZfOTMbURQBYuT4Qxka.jpg,48.538,8.256
9/10/23,Tom of Finland,2017,https://boxd.it/4PgaJD,5,,,1/16/23,Tom of Finland,405204,fi,https://image.tmdb.org/t/p/original'/9I1qNliGbbfKoZleqSHB9wV8kku.jpg,12.861,6.7
9/10/23,Swiss Army Man,2016,https://boxd.it/4PgaJX,4,,,1/16/23,Swiss Army Man,347031,en,https://image.tmdb.org/t/p/original'/8pxn8CQ6SD6tly75lrKw08wfZKv.jpg,23.563,6.929
9/10/23,The Lighthouse,2019,https://boxd.it/4PgaK7,4,,,1/17/23,The Lighthouse,503919,en,https://image.tmdb.org/t/p/original'/3nk9UoepYmv1G9oP18q6JJCeYwN.jpg,33.989,7.515
9/10/23,Palm Springs,2020,https://boxd.it/4PgaKh,4,,,1/17/23,Palm Springs,587792,en,https://image.tmdb.org/t/p/original'/yf5IuMW6GHghu39kxA0oFx7Bxmj.jpg,105.328,7.331
9/10/23,Kill Bill: Vol. 2,2004,https://boxd.it/4PgaKr,3.5,Yes,,1/18/23,Kill Bill: Vol. 2,393,en,https://image.tmdb.org/t/p/original'/2yhg0mZQMhDyvUQ4rG1IZ4oIA8L.jpg,50.541,7.879
9/10/23,Kill Bill: Vol. 1,2003,https://boxd.it/4PgaKB,3,Yes,,1/18/23,Kill Bill: Vol. 1,24,en,https://image.tmdb.org/t/p/original'/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,65.921,7.971
9/10/23,The Boy in the Striped Pyjamas,2008,https://boxd.it/4PgaKL,2.5,,,1/18/23,The Boy in the Striped Pyjamas,14574,en,https://image.tmdb.org/t/p/original'/sLwYSEVVV3r047cjrpRAbGgNsfL.jpg,89.218,7.84
9/10/23,Good Will Hunting,1997,https://boxd.it/4PgaKV,4,Yes,,1/19/23,Good Will Hunting,489,en,https://image.tmdb.org/t/p/original'/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg,280.486,8.156
9/10/23,Coraline,2009,https://boxd.it/4PgaMH,3,,,1/20/23,Coraline,14836,en,https://image.tmdb.org/t/p/original'/4jeFXQYytChdZYE9JYO7Un87IlW.jpg,132.641,7.87
9/10/23,The Secret Life of Walter Mitty,2013,https://boxd.it/4PgaMR,3.5,Yes,,1/21/23,The Secret Life of Walter Mitty,116745,en,https://image.tmdb.org/t/p/original'/tY6ypjKOOtujhxiSwTmvA4OZ5IE.jpg,48.404,7.2
9/10/23,Ex Machina,2015,https://boxd.it/4PgaN1,4.5,,,1/22/23,Ex Machina,264660,en,https://image.tmdb.org/t/p/original'/aeJS3OXnp7d17QSoMdglZERwCkM.jpg,246.192,7.573
9/10/23,28 Days Later,2002,https://boxd.it/4PgaNb,0.5,,,1/23/23,28 Days Later,170,en,https://image.tmdb.org/t/p/original'/sQckQRt17VaWbo39GIu0TMOiszq.jpg,49.81,7.214
9/10/23,Blades of Glory,2007,https://boxd.it/4PgaNl,5,,,1/23/23,Blades of Glory,9955,en,https://image.tmdb.org/t/p/original'/yclY3zyzrL1MS9b6Eygs9ks0ZTY.jpg,23.549,6.1
9/10/23,Rope,1948,https://boxd.it/4PgaNv,4.5,,,1/24/23,Rope,1580,en,https://image.tmdb.org/t/p/original'/9ar6rxLDB8kagAnXZKn6h9smscr.jpg,28.64,7.956
9/10/23,Just Like Heaven,2005,https://boxd.it/4PgaNF,3,,,1/25/23,Just Like Heaven,9007,en,https://image.tmdb.org/t/p/original'/2cLbyVNhEEaUJGg7rfbLtX6454I.jpg,32.895,6.946
9/10/23,Hacksaw Ridge,2016,https://boxd.it/4PgaNP,3.5,,,1/25/23,Hacksaw Ridge,324786,en,https://image.tmdb.org/t/p/original'/wuz8TjCIWR2EVVMuEfBnQ1vuGS3.jpg,223.892,8.194
9/10/23,Zoolander,2001,https://boxd.it/4PgaNZ,3,,,1/26/23,Zoolander,9398,en,https://image.tmdb.org/t/p/original'/qdrbSneHZjJG2Dj0hhBxzzAo4HB.jpg,26.194,6.2
9/10/23,Burn After Reading,2008,https://boxd.it/4PgaO9,4,,,1/27/23,Burn After Reading,4944,en,https://image.tmdb.org/t/p/original'/jdwSkQu3XirmX18MNj8CqFWsCk.jpg,29.224,6.65
9/10/23,The Devil Wears Prada,2006,https://boxd.it/4PgaOj,4,Yes,,1/28/23,The Devil Wears Prada,350,en,https://image.tmdb.org/t/p/original'/8912AsVuS7Sj915apArUFbv6F9L.jpg,77.696,7.395
9/10/23,The Intouchables,2011,https://boxd.it/4PgaOt,4.5,,,1/28/23,The Intouchables,77338,fr,https://image.tmdb.org/t/p/original'/1QU7HKgsQbGpzsJbJK4pAVQV9F5.jpg,52.244,8.3
9/10/23,Groundhog Day,1993,https://boxd.it/4PgaOD,3,Yes,,1/29/23,Groundhog Day,137,en,https://image.tmdb.org/t/p/original'/gCgt1WARPZaXnq523ySQEUKinCs.jpg,43.52,7.609
9/10/23,Julie & Julia,2009,https://boxd.it/4PgaON,3,Yes,,1/29/23,Julie & Julia,24803,en,https://image.tmdb.org/t/p/original'/r1bFBBj3VMek0oEtgm9N51OqVjF.jpg,18.011,6.699
9/10/23,The Dictator,2012,https://boxd.it/4PgaOX,3.5,Yes,,1/30/23,The Dictator,76493,en,https://image.tmdb.org/t/p/original'/n0W7kajF4GFMRk2c0wWwMQqTaDM.jpg,32.909,6.19
9/10/23,All Quiet on the Western Front,2022,https://boxd.it/4PgaP7,3,,,1/30/23,All Quiet on the Western Front,49046,de,https://image.tmdb.org/t/p/original'/2IRjbi9cADuDMKmHdLK7LaqQDKA.jpg,73.374,7.739
9/10/23,Monty Python and the Holy Grail,1975,https://boxd.it/4PgaPh,3.5,,,1/31/23,Monty Python and the Holy Grail,762,en,https://image.tmdb.org/t/p/original'/xZ0rC0kuIsjk6RncpNK73kwstEP.jpg,37.166,7.805
9/10/23,"Girl, Interrupted",1999,https://boxd.it/4PgaPr,2.5,,,1/31/23,"Girl, Interrupted",3558,en,https://image.tmdb.org/t/p/original'/dOBdatHIVppvmRFw2z7bf9VKJr9.jpg,39.543,7.6
9/10/23,Life of Brian,1979,https://boxd.it/4PgaPB,3.5,,,2/2/23,Life of Brian,583,en,https://image.tmdb.org/t/p/original'/lSSA64WF0M0BXnjwr2quMh6shCl.jpg,70.693,7.762
9/10/23,Don't Look Up,2021,https://boxd.it/4PgaPL,4,Yes,,2/3/23,Don't Look Up,646380,en,https://image.tmdb.org/t/p/original'/th4E1yqsE8DGpAseLiUrI60Hf8V.jpg,146.458,7.102
9/10/23,Don't Look Up,2021,https://boxd.it/4PgaPL,4,Yes,,2/3/23,Don't Look Up,646380,en,https://image.tmdb.org/t/p/original'/th4E1yqsE8DGpAseLiUrI60Hf8V.jpg,146.458,7.102
9/10/23,This Is the End,2013,https://boxd.it/4PgaPV,3.5,,,2/3/23,This Is the End,109414,en,https://image.tmdb.org/t/p/original'/7Wdc3etyBJA4432TYtz6n9GQd1c.jpg,39.249,6.222
9/10/23,Black Panther: Wakanda Forever,2022,https://boxd.it/4PgaQ5,4.5,,,2/5/23,Black Panther: Wakanda Forever,505642,en,https://image.tmdb.org/t/p/original'/sv1xJUazXeYqALzczSZ3O6nkH75.jpg,250.057,7.127
9/10/23,Love Actually,2003,https://boxd.it/4PgaQf,3.5,Yes,,2/5/23,Love Actually,508,en,https://image.tmdb.org/t/p/original'/1ODdWLpyOnIVl0l67GrdaFDlJGf.jpg,97.194,7.116
9/10/23,Marry Me,2022,https://boxd.it/4PgaQp,1.5,,,2/6/23,Marry Me,615904,en,https://image.tmdb.org/t/p/original'/ko1JVbGj4bT8IhCWqjBQ6ZtF2t.jpg,23.761,6.69
9/10/23,Mickey Blue Eyes,1999,https://boxd.it/4PgaQJ,2,,,2/6/23,Mickey Blue Eyes,10154,en,https://image.tmdb.org/t/p/original'/5nIqLKEhWdA2QpzyaI2sbsTPaxP.jpg,14.196,5.664
9/10/23,Death Takes a Holiday,1934,https://boxd.it/4PgaS1,3.5,,,2/6/23,Death Takes a Holiday,37215,en,https://image.tmdb.org/t/p/original'/becYmbZXZalAvxNC4JVpQSjvqtk.jpg,5.648,6.3
9/10/23,Ocean's Eight,2018,https://boxd.it/4PgaSb,2,,,2/7/23,Ocean's Eight,402900,en,https://image.tmdb.org/t/p/original'/MvYpKlpFukTivnlBhizGbkAe3v.jpg,234.251,6.984
9/10/23,TÁR,2022,https://boxd.it/4PgaSl,4,,,2/7/23,TÁR,817758,en,https://image.tmdb.org/t/p/original'/dRVAlaU0vbG6hMf2K45NSiIyoUe.jpg,26.752,7.106
9/10/23,The Meyerowitz Stories,2017,https://boxd.it/4PgaSv,3.5,,,2/8/23,The Meyerowitz Stories,396398,en,https://image.tmdb.org/t/p/original'/c9teDTgwxgnb7wnZjZo4oNcF80R.jpg,23.538,6.45
9/10/23,October Sky,1999,https://boxd.it/4PgaSF,4.5,,,2/9/23,October Sky,13466,en,https://image.tmdb.org/t/p/original'/pBejcCxQ3WQW0cWmgjpFOoLWMuS.jpg,20.601,7.649
9/10/23,"tick, tick...BOOM!",2021,https://boxd.it/4PgaSP,5,,,2/9/23,"tick, tick... BOOM!",537116,en,https://image.tmdb.org/t/p/original'/DPmfcuR8fh8ROYXgdjrAjSGA0o.jpg,28.208,7.666
9/10/23,Your Name Engraved Herein,2020,https://boxd.it/4PgaSZ,3.5,,,2/10/23,Your Name Engraved Herein,719410,zh,https://image.tmdb.org/t/p/original'/m3y8B4beaYjGltS7G2zltURfaUD.jpg,26.217,7.9
9/10/23,National Treasure,2004,https://boxd.it/4PgaT9,2,Yes,,2/13/23,National Treasure,2059,en,https://image.tmdb.org/t/p/original'/pxL6E4GBOPUG6CdkO9cUQN5VMwI.jpg,40.569,6.633
9/10/23,Burning,2018,https://boxd.it/4PgaTj,4,,,2/14/23,Burning,813106,en,https://image.tmdb.org/t/p/original'/hxGv1O2W5SOJTmiBc45CL842mrx.jpg,0.781,6
9/10/23,Black Widow,2021,https://boxd.it/4PgaTt,3.5,,,2/19/23,Black Widow,497698,en,https://image.tmdb.org/t/p/original'/kwB7d51AIcyzPOBOHLCEZJkmPhQ.jpg,278.285,7.256
9/10/23,The Proposal,2009,https://boxd.it/4PgaTD,3.5,Yes,,2/19/23,The Proposal,18240,en,https://image.tmdb.org/t/p/original'/aEqtJDj8MvSDQwzggvcOfFTZMw.jpg,53.556,7.141
9/10/23,My Cousin Vinny,1992,https://boxd.it/4PgaTN,4,,,2/21/23,My Cousin Vinny,10377,en,https://image.tmdb.org/t/p/original'/z5RexWgSjQxa008MkAmi6LLZbjq.jpg,29.583,7.501
9/10/23,Ant-Man and the Wasp: Quantumania,2023,https://boxd.it/4PgaTX,3,,,2/22/23,Ant-Man and the Wasp: Quantumania,640146,en,https://image.tmdb.org/t/p/original'/qnqGbB22YJ7dSs4o6M7exTpNxPz.jpg,91.331,6.35
9/10/23,Nope,2022,https://boxd.it/4PgaUh,4.5,,,2/24/23,Nope,762504,en,https://image.tmdb.org/t/p/original'/AcKVlWaNVVVFQwro3nLXqPljcYA.jpg,44.133,6.854
9/10/23,Soul,2020,https://boxd.it/4PgaUr,5,Yes,,2/25/23,Soul,508442,en,https://image.tmdb.org/t/p/original'/hm58Jw4Lw8OIeECIq5qyPYhAeRJ.jpg,83.033,8.132
9/10/23,Punch-Drunk Love,2002,https://boxd.it/4PgaUB,3,,,2/28/23,Punch-Drunk Love,8051,en,https://image.tmdb.org/t/p/original'/vT2CXIsVKoGl0DZ8USwLWzEFznI.jpg,34.093,7.142
9/10/23,Grease,1978,https://boxd.it/4PgaUL,2.5,,,3/1/23,Grease,621,en,https://image.tmdb.org/t/p/original'/czVhhAaSBFpakur7U8pOIDV9NUG.jpg,297.896,7.4
9/10/23,RED,2010,https://boxd.it/4PgaUV,1.5,Yes,,3/2/23,RED,39514,en,https://image.tmdb.org/t/p/original'/8eeK3OB5PeSRQD7BpZcGZKkehG.jpg,35.068,6.698
9/10/23,Cars 2,2011,https://boxd.it/4PgaV5,2.5,Yes,,3/5/23,Cars 2,49013,en,https://image.tmdb.org/t/p/original'/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg,97.202,6.116
9/10/23,Kingsman: The Secret Service,2014,https://boxd.it/4PgaVf,4.5,Yes,,3/13/23,Kingsman: The Secret Service,207703,en,https://image.tmdb.org/t/p/original'/r6q9wZK5a2K51KFj4LWVID6Ja1r.jpg,97.801,7.634
9/10/23,Kingsman: The Golden Circle,2017,https://boxd.it/4PgaVp,3.5,Yes,,3/14/23,Kingsman: The Golden Circle,343668,en,https://image.tmdb.org/t/p/original'/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg,84.012,6.968
9/10/23,The Emperor's New Groove,2000,https://boxd.it/4PgaVJ,3,,,3/17/23,The Emperor's New Groove,11688,en,https://image.tmdb.org/t/p/original'/wwbgkXQBEKtnyIJapk6gUgWkVw8.jpg,104.382,7.6
9/10/23,Onward,2020,https://boxd.it/4PgaW3,4.5,,,3/20/23,Onward,508439,en,https://image.tmdb.org/t/p/original'/f4aul3FyD3jv3v4bul1IrkWZvzq.jpg,48.361,7.696
9/10/23,Nomadland,2020,https://boxd.it/4PgaWd,4,,,3/22/23,Nomadland,581734,en,https://image.tmdb.org/t/p/original/k5XzjWihzum1YgLMlqRDRZDmVMn.jpg,32.626,7.213
9/10/23,The Avengers,2012,https://boxd.it/4PgaWn,3.5,Yes,,3/24/23,The Avengers,24428,en,https://image.tmdb.org/t/p/original'/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,168.632,7.714
9/10/23,Die Beautiful,2016,https://boxd.it/4PgaXZ,3.5,,,3/26/23,Die Beautiful,418378,tl,https://image.tmdb.org/t/p/original'/fKsONTEt8vI4XOntWLm0gyrZ9h4.jpg,3.065,6.6
9/10/23,Being John Malkovich,1999,https://boxd.it/4PgaY9,4,,,3/26/23,Being John Malkovich,492,en,https://image.tmdb.org/t/p/original'/vKVUsumbCzK5Kn3aDpKM4EizKCA.jpg,28.584,7.412
9/10/23,John Wick,2014,https://boxd.it/4PgaYj,3,Yes,,3/29/23,John Wick,245891,en,https://image.tmdb.org/t/p/original'/fZPSd91yGE9fCcCe6OoQr6E3Bev.jpg,101.591,7.43
9/10/23,John Wick: Chapter 2,2017,https://boxd.it/4PgaYt,3.5,Yes,,3/31/23,John Wick: Chapter 2,324552,en,https://image.tmdb.org/t/p/original'/hXWBc0ioZP3cN4zCu6SN3YHXZVO.jpg,88.303,7.326
9/10/23,The Gentlemen,2019,https://boxd.it/4PgaYD,3.5,,,4/1/23,The Gentlemen,522627,en,https://image.tmdb.org/t/p/original/jtrhTYB7xSrJxR1vusu99nvnZ1g.jpg,60.004,7.682
9/10/23,John Wick: Chapter 3 – Parabellum,2019,https://boxd.it/4PgaYN,4,,,4/1/23,John Wick: Chapter 3 - Parabellum,458156,en,https://image.tmdb.org/t/p/original'/ziEuG1essDuWuC5lpWUaw1uXY2O.jpg,84.665,7.441
9/10/23,The Panti Sisters,2019,https://boxd.it/4PgaZ7,2,,,4/2/23,The Panti Sisters,622327,tl,https://image.tmdb.org/t/p/original'/5G8nxJhvT9cUyrxLIvKleKqrA0g.jpg,5.52,5.1
9/10/23,The Unbearable Weight of Massive Talent,2022,https://boxd.it/4PgaZr,4.5,,,4/3/23,The Unbearable Weight of Massive Talent,648579,en,https://image.tmdb.org/t/p/original'/aqhLeieyTpTUKPOfZ3jzo2La0Mq.jpg,33.798,6.772
9/10/23,Heneral Luna,2015,https://boxd.it/4PgaZB,4.5,Yes,,4/3/23,Heneral Luna,359105,tl,https://image.tmdb.org/t/p/original'/vCwbsgkdzpgTADyaa3g4jaWVAaR.jpg,8.669,7.6
9/10/23,Goyo: The Boy General,2018,https://boxd.it/4PgaZL,3.5,,,4/5/23,Goyo: The Boy General,522449,tl,https://image.tmdb.org/t/p/original'/fZuIWrzsqoeVlyWBJIek8crGSFz.jpg,10.51,6.9
9/10/23,The Fabulous Filipino Brothers,2021,https://boxd.it/4Pgb05,1.5,,,4/8/23,The Fabulous Filipino Brothers,644102,en,https://image.tmdb.org/t/p/original'/a2KwBZqjyhBmWFmifZWJS8UO2M1.jpg,2.354,6.5
9/10/23,Markova: Comfort Gay,2000,https://boxd.it/4Pgb0f,4.5,,,4/8/23,Markova: Comfort Gay,217428,tl,https://image.tmdb.org/t/p/original'/tQCfke11UF27R5klVHQlAicBqvh.jpg,4.11,6.3
9/10/23,Pinoy Sunday,2009,https://boxd.it/4Pgb0z,4,,,4/8/23,Pinoy Sunday,48401,zh,https://image.tmdb.org/t/p/original'/v7Zrr7mLLASUpMWy47t8ppjB8Ca.jpg,1.107,4.5
9/10/23,My 2 Mommies,2018,https://boxd.it/4Pgb0J,1,,,4/10/23,My 2 Mommies,524132,tl,https://image.tmdb.org/t/p/original'/dfzclLGJJFJF9pNL47YvOekY2on.jpg,0.75,5.5
9/10/23,Avatar: The Way of Water,2022,https://boxd.it/4Pgb0T,4,,,4/11/23,Avatar: The Way of Water,76600,en,https://image.tmdb.org/t/p/original'/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,253.176,7.625
9/10/23,You Don't Mess with the Zohan,2008,https://boxd.it/4Pgb13,3,,,4/13/23,You Don't Mess with the Zohan,10661,en,https://image.tmdb.org/t/p/original'/gBhLQmpCPoKFMCGsulMbIFzrBID.jpg,51.465,5.706
9/10/23,Stowaway,2021,https://boxd.it/4Pgb1d,3.5,,,4/17/23,Stowaway,559581,en,https://image.tmdb.org/t/p/original'/yOscLK7KzEPDdi1P8RmevGIjOSp.jpg,21.102,5.98
9/10/23,Colossal,2016,https://boxd.it/4Pgb1n,1.5,,,4/20/23,Colossal,339967,en,https://image.tmdb.org/t/p/original/4VOyofBd1pexblxtDZYtYIk7NI4.jpg,23.903,6.294
9/10/23,War for the Planet of the Apes,2017,https://boxd.it/4Pgb1x,3.5,,,4/24/23,War for the Planet of the Apes,281338,en,https://image.tmdb.org/t/p/original'/mMA1qhBFgZX8O36qPPTC016kQl1.jpg,310.494,7.194
9/10/23,Dawn of the Planet of the Apes,2014,https://boxd.it/4Pgb1H,4,,,4/24/23,Dawn of the Planet of the Apes,119450,en,https://image.tmdb.org/t/p/original'/kScdQEwS9jPEdnO23XjGAtaoRcT.jpg,364.89,7.323
9/10/23,Rise of the Planet of the Apes,2011,https://boxd.it/4Pgb1R,4,,,4/24/23,Rise of the Planet of the Apes,61791,en,https://image.tmdb.org/t/p/original'/cjLsuP75UDlRdJVMXzXg3TJ4umX.jpg,259.367,7.318
9/10/23,Inception,2010,https://boxd.it/4Pgb21,4,Yes,,4/25/23,Inception,27205,en,https://image.tmdb.org/t/p/original'/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,379.523,8.368
9/10/23,The Nice Guys,2016,https://boxd.it/4Pgb2b,4,,,4/25/23,The Nice Guys,290250,en,https://image.tmdb.org/t/p/original'/uXdQztKoAtx7UU3RvqeF52KsoQP.jpg,113.701,7.115
9/10/23,My Super Ex-Girlfriend,2006,https://boxd.it/4Pgb2l,1.5,Yes,,4/25/23,My Super Ex-Girlfriend,4474,en,https://image.tmdb.org/t/p/original'/vs4jcY5NQA24zFGihY2EiqEA5hI.jpg,26.202,5.101
9/10/23,Hunger,2023,https://boxd.it/4Pgb2v,3.5,,,4/26/23,Hunger,1090501,en,https://image.tmdb.org/t/p/original'None,0.045,0
9/10/23,Django Unchained,2012,https://boxd.it/4Pgb3X,4,Yes,,4/27/23,Django Unchained,68718,en,https://image.tmdb.org/t/p/original'/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,201.727,8.179
9/10/23,Django Unchained,2012,https://boxd.it/4Pgb3X,4,Yes,,4/27/23,Django Unchained,68718,en,https://image.tmdb.org/t/p/original'/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,201.727,8.179
9/10/23,Train to Busan,2016,https://boxd.it/4Pgb47,3,Yes,,4/30/23,Train to Busan,396535,ko,https://image.tmdb.org/t/p/original'/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg,87.514,7.753
9/10/23,Train to Busan,2016,https://boxd.it/4Pgb47,3,Yes,,4/30/23,Train to Busan,396535,ko,https://image.tmdb.org/t/p/original'/vNVFt6dtcqnI7hqa6LFBUibuFiw.jpg,87.514,7.753
9/10/23,"I, Robot",2004,https://boxd.it/4Pgb4r,3,,,5/8/23,"I, Robot",2048,en,https://image.tmdb.org/t/p/original'/efwv6F2lGaghjPpBRSINHtoEiZB.jpg,49.599,6.946
9/10/23,Transformers,2007,https://boxd.it/4Pgb4B,2,Yes,,5/13/23,Transformers,1858,en,https://image.tmdb.org/t/p/original'/1P7w3AImoEOWJX7nn3fdaKDfEQA.jpg,19.972,6.797
9/10/23,Turning Red,2022,https://boxd.it/4Pgb4L,2.5,,,5/18/23,Turning Red,508947,en,https://image.tmdb.org/t/p/original'/qsdjk9oAKSQMWs0Vt5Pyfh6O4GZ.jpg,430.055,7.389
9/10/23,The Intern,2015,https://boxd.it/4Pgb4V,3.5,,,5/18/23,The Intern,257211,en,https://image.tmdb.org/t/p/original'/9UoAC9tu8kIyRy8AcJnGhnH0gOH.jpg,49.933,7.208
9/10/23,Borat Subsequent Moviefilm,2020,https://boxd.it/4Pgb55,4.5,,,5/21/23,Borat Subsequent Moviefilm,740985,en,https://image.tmdb.org/t/p/original'/3L1Ml5RWjFVfVq3rQENvgFymT0U.jpg,59.854,6.462
9/10/23,Bullet Train,2022,https://boxd.it/4Pgb5f,5,,,5/23/23,Bullet Train,718930,en,https://image.tmdb.org/t/p/original'/j8szC8OgrejDQjjMKSVXyaAjw3V.jpg,95.452,7.473
9/10/23,John Wick: Chapter 4,2023,https://boxd.it/4Pgb5p,3,,,5/29/23,John Wick: Chapter 4,603692,en,https://image.tmdb.org/t/p/original'/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,206.185,7.741
9/10/23,Renfield,2023,https://boxd.it/4Pgb5z,3.5,,,6/1/23,Renfield,649609,en,https://image.tmdb.org/t/p/original'/jG83l0tDwoQj3hBAioIsJ5rTPHw.jpg,40.402,6.564
9/10/23,The Little Mermaid,2023,https://boxd.it/4Pgb5J,3.5,,,6/5/23,The Little Mermaid,447277,en,https://image.tmdb.org/t/p/original'/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg,122.962,6.38
9/10/23,Enola Holmes 2,2022,https://boxd.it/4Pgb5T,2.5,,,6/6/23,Enola Holmes 2,829280,en,https://image.tmdb.org/t/p/original'/tegBpjM5ODoYoM1NjaiHVLEA0QM.jpg,33.131,7.404
9/10/23,Enola Holmes,2020,https://boxd.it/4Pgb63,3,,,6/6/23,Enola Holmes,497582,en,https://image.tmdb.org/t/p/original'/riYInlsq2kf1AWoGm80JQW5dLKp.jpg,32.116,7.286
9/10/23,Rocky,1976,https://boxd.it/4Pgb6d,2.5,,,6/12/23,Rocky,1366,en,https://image.tmdb.org/t/p/original'/cqxg1CihGR5ge0i1wYXr4Rdeppu.jpg,379.675,7.787
9/10/23,Before Midnight,2013,https://boxd.it/4Pgb6n,4,,,6/21/23,Before Midnight,132344,en,https://image.tmdb.org/t/p/original'/qbGKJmNUroDz75kh5Oafoall89e.jpg,24.655,7.512
9/10/23,Before Sunset,2004,https://boxd.it/4Pgb6x,4.5,,,6/21/23,Before Sunset,80,en,https://image.tmdb.org/t/p/original'/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,25.623,7.819
